rentcafe_property_code,voyager_property_code,voyager_property_id,property_name,property_address,rentcafe_property_id
p1656077,ATL00826,4357,10 Trelawney Ln,"10 Trelawney Ln, Covington, GA, 30016",1687934
p1656078,ATL00827,4358,25 Alejo Ct,"25 Alejo Ct, Newnan, GA, 30263",1687935
p1656079,ATL00828,4359,6473 Gina Agha Cir,"6473 Gina Agha Cir, Lithonia, GA, 30038",1687936
p1656080,ATL00829,4360,7049 Branch Crossing Way,"7049 Branch Crossing Way, Douglasville, GA, 30134",1687937
p1656081,ATL00830,4361,7632 Ward Lane,"7632 Ward Lane, Jonesboro, GA, 30236",1687938
p1656082,ATL00831,4362,5695 Meadow Ln,"5695 Meadow Ln, Rex, GA, 30273",1687939
p1656083,ATL00832,4363,6487 St Mark Way,"6487 St Mark Way, Fairburn, GA, 30213",1687940
p1656084,ATL00833,4364,1072 Greendale Lane,"1072 Greendale Lane, Joneboro, GA, 30238",1687941
p1656085,ATL00834,4365,5429 Rock Lake Dr,"5429 Rock Lake Dr, Atlanta, GA, 30349",1687942
p1656086,ATL00835,4366,5775 Wellborn Creek Dr,"5775 Wellborn Creek Dr, Lithonia, GA, 30058",1687943
p1656087,ATL00836,4367,9347 Forest Knoll,"9347 Forest Knoll, Jonesboro, GA, 30238",1687944
p1656088,ATL00837,4368,1885 Millstream Hollow,"1885 Millstream Hollow, Conyers, GA, 30012",1687945
p1656089,ATL00838,4369,126 Seabreeze Trl,"126 Seabreeze Trl, Newnan, GA, 30265",1687946
p1656090,ATL00839,4370,5321 Timor Trl,"5321 Timor Trl, Lithonia, GA, 30038",1687947
p1656091,ATL00840,4371,1881 Millstream Hollow,"1881 Millstream Hollow, Conyers, GA, 30012",1687948
p1656092,ATL00841,4372,4912 Hawk Trl,"4912 Hawk Trl, Marietta, GA, 30066",1687949
p1656093,ATL00842,4373,5230 Hanover St,"5230 Hanover St, College Park, GA, 30349",1687950
p1656094,ATL00843,4374,1340 Labonte Pkwy,"1340 Labonte Pkwy, Mcdonough, GA, 30253",1687951
p1656095,ATL00844,4375,16 Jackson Row,"16 Jackson Row, Cartersville, GA, 30121",1687952
p1656096,ATL00845,4376,4791 Tuong Yen Ct,"4791 Tuong Yen Ct, Forest Park, GA, 30297",1687953
p1656097,ATL00846,4377,7626 Didwell Ct,"7626 Didwell Ct, Jonesboro, GA, 30236",1687954
p1656098,ATL00847,4378,1460 Biffle Rd,"1460 Biffle Rd, Stone Mountain, GA, 30088",1687955
p1656099,ATL00848,4379,425 Hannah Dr,"425 Hannah Dr, Temple, GA, 30179",1687956
p1656100,ATL00849,4380,3412 Conley Downs Dr,"3412 Conley Downs Dr, Powder Springs, GA, 30127",1687957
p1656101,ATL00850,4381,1856 Northwick Place,"1856 Northwick Place, Lithonia, GA, 30058",1687958
p1656102,ATL00851,4382,2001 Jayson Way,"2001 Jayson Way, Snellville, GA, 30078",1687959
p1656103,ATL00852,4383,4217 Wellington Hills Ln,"4217 Wellington Hills Ln, Snellville, GA, 30039",1687960
p1656104,ATL00853,4384,621 Carlton Pointe,"621 Carlton Pointe, Palmetto, GA, 30268",1687961
p1656105,ATL00854,4385,314 Moreland Circle,"314 Moreland Circle, Hiram, GA, 30141",1687962
p1656106,ATL00855,4386,86 Halehaven Dr,"86 Halehaven Dr, Douglasville, GA, 30134",1687963
p1656107,ATL00856,4387,4200 Monaghan Way,"4200 Monaghan Way, Atlanta, GA, 30349",1687964
p1656108,ATL00857,4388,1222 Brookview Court,"1222 Brookview Court, Morrow, GA, 30260",1687965
p1656109,ATL00858,4389,1890 Millstream Hollow,"1890 Millstream Hollow, Conyers, GA, 30012",1687966
p1656110,ATL00859,4390,262 Ermines Way,"262 Ermines Way, McDonough, GA, 30253",1687967
p1656111,ATL00860,4391,1351 Red Cedar Trail,"1351 Red Cedar Trail, Stone Mountain, GA, 30083",1687968
p1656112,ATL00861,4392,110 Howard Ave,"110 Howard Ave, Cartersville, GA, 30121",1687969
p1656113,ATL00862,4393,142 Brookhaven Dr,"142 Brookhaven Dr, Villa Rica, GA, 30180",1687970
p1656114,ATL00863,4394,658 Raven Ct,"658 Raven Ct, Jonesboro, GA, 30238",1687971
p1656115,ATL00864,4395,275 Silver Ridge,"275 Silver Ridge, Dallas, GA, 30157",1687972
p1656116,ATL00865,4396,27 Carlisle St,"27 Carlisle St, Newnan, GA, 30263",1687973
p1656117,ATL00866,4397,705 Shore View,"705 Shore View, Lithonia, GA, 30058",1687974
p1656118,ATL00867,4398,3419 Boring Road,"3419 Boring Road, Decatur, GA, 30034",1687975
p1656119,ATL00868,4399,1704 Hickory Grove Trail,"1704 Hickory Grove Trail, Acworth, GA, 30102",1687976
p1656120,ATL00869,4400,2480 Zachary Woods Dr,"2480 Zachary Woods Dr, Marietta, GA, 30064",1687977
p1656121,ATL00870,4401,415 Cold Springs Ln,"415 Cold Springs Ln, McDonough, GA, 30252",1687978
p1656122,ATL00871,4402,106 Cottage Club Dr,"106 Cottage Club Dr, Locust Grove, GA, 30248",1687979
p1656123,ATL00872,4403,7671 Bremont Ct,"7671 Bremont Ct, Douglasville, GA, 30135",1687980
p1656124,ATL00873,4404,149 Castlewood Rd,"149 Castlewood Rd, Tyrone, GA, 30290",1687981
p1656125,ATL00874,4405,51 Cedar Bay Cir,"51 Cedar Bay Cir, Dallas, GA, 30157",1687982
p1656126,ATL00875,4406,62 Colony Dr,"62 Colony Dr, Dallas, GA, 30132",1687983
p1656127,ATL00876,4407,5862 Waggoner Ct,"5862 Waggoner Ct, Rex, GA, 30273",1687984
p1656128,ATL00877,4408,304 Apalachee Church Rd,"304 Apalachee Church Rd, Auburn, GA, 30011",1687985
p1656129,ATL00878,4409,4061 Evelyn Dr,"4061 Evelyn Dr, Powder Springs, GA, 30127",1687986
p1656130,ATL00879,4410,108 Park Ave E,"108 Park Ave E, Dallas, GA, 30157",1687987
p1656131,ATL00880,4411,371 Walker Dr,"371 Walker Dr, Monroe, GA, 30655",1687988
p1656132,ATL00881,4412,35 Dews Trl,"35 Dews Trl, Covington, GA, 30014",1687989
p1656133,ATL00882,4413,188 Old Stonewall Dr,"188 Old Stonewall Dr, Locust Grove, GA, 30248",1687990
p1656134,ATL00883,4414,2133 Oakridge Ave,"2133 Oakridge Ave, Monroe, GA, 30656",1687991
p1656341,ATL00884,4415,934 Golden Meadows Ln,"934 Golden Meadows Ln, Loganville, GA, 30052",1688198
p1656342,ATL00885,4416,2606 Foxhall Way,"2606 Foxhall Way, Atlanta, GA, 30316",1688199
p1656343,ATL00886,4417,3080 Leatherleaf Trl,"3080 Leatherleaf Trl, Douglasville, GA, 30135",1688200
p1656344,ATL00887,4418,3692 Shellman Bluff Dr,"3692 Shellman Bluff Dr, Douglasville, GA, 30135",1688201
p1656345,ATL00888,4419,607 Dodson Lake Ct,"607 Dodson Lake Ct, Fairburn, GA, 30213",1688202
p1656346,ATL00889,4420,75 Bellerive Ln,"75 Bellerive Ln, Covington, GA, 30014",1688203
p1656347,ATL00890,4421,901 Parkside Place Ave,"901 Parkside Place Ave, Mcdonough, GA, 30253",1688204
p1656348,ATL00891,4422,1158 Forest East Dr,"1158 Forest East Dr, Stone Mountain, GA, 30088",1688205
p1656349,ATL00892,4423,4574 Adams Ct,"4574 Adams Ct, Rex, GA, 30273",1688206
p1656350,ATL00893,4424,270 Allatoona Rd,"270 Allatoona Rd, Lawrenceville, GA, 30043",1688207
p1656351,ATL00894,4425,167 Village Park Dr,"167 Village Park Dr, Newnan, GA, 30265",1688208
p1656352,ATL00895,4426,230 Brookside Dr,"230 Brookside Dr, Dallas, GA, 30132",1688209
p1656353,ATL00896,4427,3838 Willow Wood Way,"3838 Willow Wood Way, Lawrenceville, GA, 30044",1688210
p1656354,ATL00897,4428,63 Blue Springs Way,"63 Blue Springs Way, Dallas, GA, 30157",1688211
p1656355,ATL00898,4429,1848 Floye Dr,"1848 Floye Dr, Loganville, GA, 30052",1688212
p1656356,ATL00899,4430,4209 Valtek Drive,"4209 Valtek Drive, Suwanee, GA, 30024",1688213
p1656357,ATL00900,4431,4199 Valtek Drive,"4199 Valtek Drive, Suwanee, GA, 30024",1688214
p1656358,ATL00901,4432,4189 Valtek Drive,"4189 Valtek Drive, Suwanee, GA, 30024",1688215
p1656359,ATL00902,4433,111 Shingle Oak Dr,"111 Shingle Oak Dr, Dallas, GA, 30157",1688216
p1656360,ATL00903,4434,45 Stoneview Cir,"45 Stoneview Cir, Covington, GA, 30016",1688217
p1656361,ATL00904,4435,80 Caledon Way,"80 Caledon Way, Newnan, GA, 30263",1688218
p1656362,ATL00905,4436,2557 Shropshire Pl,"2557 Shropshire Pl, Mcdonough, GA, 30253",1688219
p1656363,ATL00906,4437,110 Palm Lake Dr,"110 Palm Lake Dr, Canton, GA, 30115",1688220
p1656364,ATL00907,4438,111 Crestworth Crossing St,"111 Crestworth Crossing St, Powder Springs, GA, 30127",1688221
p1656365,ATL00908,4439,1138 Abundance Dr,"1138 Abundance Dr, Locust Grove, GA, 30248",1688222
p1656366,ATL00909,4440,804 Drumore Ct,"804 Drumore Ct, Fairburn, GA, 30213",1688223
p1656367,ATL00910,4441,936 Valtek Court,"936 Valtek Court, Suwanee, GA, 30024",1688224
p1656368,ATL00911,4442,836 Valtek Court,"836 Valtek Court, Suwanee, GA, 30024",1688225
p1656369,ATL00912,4443,160 Palisade Point Dr,"160 Palisade Point Dr, Ellenwood, GA, 30294",1688226
p1656370,ATL00913,4444,1142 Pine Lake Dr,"1142 Pine Lake Dr, Grayson, GA, 30017",1688227
p1656371,ATL00914,4445,6320 Front St,"6320 Front St, Douglasville, GA, 30134",1688228
p1656372,ATL00915,4446,402 Serenity Walk,"402 Serenity Walk, Mcdonough, GA, 30252",1688229
p1656373,ATL00916,4447,50 Sunset Rd,"50 Sunset Rd, Mcdonough, GA, 30253",1688230
p1656374,ATL00917,4448,102 Clarin Way,"102 Clarin Way, Peachtree City, GA, 30269",1688231
p1656375,ATL00918,4449,95 Emerald Dr,"95 Emerald Dr, Newnan, GA, 30265",1688232
p1656376,ATL00919,4450,38 Lazarus Dr,"38 Lazarus Dr, Hiram, GA, 30141",1688233
p1656377,ATL00920,4451,837 Valtek Court,"837 Valtek Court, Suwanee, GA, 30024",1688234
p1645534,ATL00921,4452,827 Valtek Court,"827 Valtek Court, Suwanee, GA, 30024",1677385
p1656378,ATL00922,4453,2862 Cotton Field Rd,"2862 Cotton Field Rd, Kennesaw, GA, 30144",1688235
p1656379,ATL00923,4454,113 Eva Dr,"113 Eva Dr, Hampton, GA, 30228",1688236
p1656380,ATL00924,4455,807 Valtek Court,"807 Valtek Court, Suwanee, GA, 30024",1688237
p1656381,ATL00925,4456,797 Valtek Court,"797 Valtek Court, Suwanee, GA, 30024",1688238
p1656382,ATL00926,4457,130 Mountain Ln,"130 Mountain Ln, Covington, GA, 30016",1688239
p1656383,ATL00927,4458,1492 Chaseway Cir,"1492 Chaseway Cir, Powder Springs, GA, 30127",1688240
p1656384,ATL00928,4459,1220 Scenic Brook Trl,"1220 Scenic Brook Trl, Conyers, GA, 30094",1688241
p1656385,ATL00929,4460,3429 Ridge Rd,"3429 Ridge Rd, Douglasville, GA, 30134",1688242
p1656386,ATL00930,4461,71 Village Pass,"71 Village Pass, Newnan, GA, 30265",1688243
p1656387,ATL00931,4462,6106 Ruth St,"6106 Ruth St, Covington, GA, 30014",1688244
p1656388,ATL00932,4463,3473 Waldrop Trl,"3473 Waldrop Trl, Decatur, GA, 30034",1688245
p1656389,ATL00933,4464,83 Hal Jones Rd,"83 Hal Jones Rd, Newnan, GA, 30263",1688246
p1656390,ATL00934,4465,42 Mallie Ct,"42 Mallie Ct, Hampton, GA, 30228",1688247
p1656391,ATL00935,4466,2585 Kolb Manor Cir SW,"2585 Kolb Manor Cir SW, Marietta, GA, 30008",1688248
p1656392,ATL00936,4467,607 Redwood Cir,"607 Redwood Cir, Mcdonough, GA, 30252",1688249
p1656393,ATL00937,4468,10395 Surf Ct,"10395 Surf Ct, Jonesboro, GA, 30238",1688250
p1656394,ATL00938,4469,3811 Roses Trail,"3811 Roses Trail, Fairburn, GA, 30213",1688251
p1656395,ATL00939,4470,814 Evergreen Dr,"814 Evergreen Dr, Monroe, GA, 30655",1688252
p1656396,ATL00940,4471,8946 Ochil Ln,"8946 Ochil Ln, Winston, GA, 30187",1688253
p1656397,ATL00941,4472,3639 Traddsprings Way,"3639 Traddsprings Way, Snellville, GA, 30039",1688254
p1656398,ATL00942,4473,104 Heritage Club Cir,"104 Heritage Club Cir, Dallas, GA, 30132",1688255
p1656399,ATL00943,4474,150 Wynfield Drive,"150 Wynfield Drive, Covington, GA, 30016",1688256
p1656400,ATL00944,4475,690 Beaver Run Trce,"690 Beaver Run Trce, McDonough, GA, 30253",1688257
p1656401,ATL00945,4476,5002 River Overlook Way,"5002 River Overlook Way, Lithonia, GA, 30038",1688258
p1656402,ATL00946,4477,216 Remington Ct,"216 Remington Ct, Dallas, GA, 30132",1688259
p1656403,ATL00947,4478,413 Braxton Dr,"413 Braxton Dr, Douglasville, GA, 30134",1688260
p1656404,ATL00948,4479,817 Valtek Court,"817 Valtek Court, Suwanee, GA, 30024",1688261
p1656405,ATL00949,4480,177 Concorde Dr,"177 Concorde Dr, Villa Rica, GA, 30180",1688262
p1656406,ATL00950,4481,5312 Rolling Meadows Dr,"5312 Rolling Meadows Dr, Powder Springs, GA, 30127",1688263
p1656407,ATL00951,4482,2617 Old Rex Morrow Rd,"2617 Old Rex Morrow Rd, Ellenwood, GA, 30294",1688264
p1656408,ATL00952,4483,127 White Mountain Pass,"127 White Mountain Pass, McDonough, GA, 30252",1688265
p1656409,ATL00953,4484,163 Buddy Boulevard,"163 Buddy Boulevard, McDonough, GA, 30252",1688266
p1656410,ATL00954,4485,2801 Driftwood Ct SE,"2801 Driftwood Ct SE, Conyers, GA, 30013",1688267
p1656411,ATL00955,4486,367 Sterling Dr,"367 Sterling Dr, Powder Springs, GA, 30127",1688268
p1656412,ATL00956,4487,1213 Oakland Dr,"1213 Oakland Dr, Monroe, GA, 30655",1688269
p1656413,ATL00957,4488,152 Ridgecrest Dr,"152 Ridgecrest Dr, Douglasville, GA, 30134",1688270
p1656414,ATL00958,4489,801 Lake Chase,"801 Lake Chase, Fairburn, GA, 30213",1688271
p1656415,ATL00959,4490,6366 Wellesley Dr,"6366 Wellesley Dr, Riverdale, GA, 30296",1688272
p1656416,ATL00960,4491,1818 Live Oak Ln,"1818 Live Oak Ln, Hampton, GA, 30228",1688273
p1656417,ATL00961,4492,545 Bryson Trl,"545 Bryson Trl, Monroe, GA, 30655",1688274
p1656418,ATL00962,4493,5867 Bellingrath Way,"5867 Bellingrath Way, Lithonia, GA, 30058",1688275
p1656419,ATL00963,4494,5761 Woodside Crossing,"5761 Woodside Crossing, Lithonia, GA, 30038",1688276
p1656420,ATL00964,4495,3798 Burnt Leaf Ln,"3798 Burnt Leaf Ln, Snellville, GA, 30039",1688277
p1656421,ATL00965,4496,55 Belmont Park Dr,"55 Belmont Park Dr, Newnan, GA, 30263",1688278
p1656422,ATL00966,4497,6550 Splitpine Ct,"6550 Splitpine Ct, Atlanta, GA, 30349",1688279
p1656423,ATL00967,4498,7535 Chads Cir,"7535 Chads Cir, Jonesboro, GA, 30236",1688280
p1656424,ATL00968,4499,415 Freestone Dr,"415 Freestone Dr, Newnan, GA, 30265",1688281
p1656425,ATL00969,4500,200 Masters Way,"200 Masters Way, Newnan, GA, 30265",1688282
p1656426,ATL00970,4501,886 Valtek Court,"886 Valtek Court, Suwanee, GA, 30024",1688283
p1656427,ATL00971,4502,58 Carmen Way,"58 Carmen Way, Dallas, GA, 30157",1688284
p1656428,ATL00972,4503,4699 Heath Ter,"4699 Heath Ter, Atlanta, GA, 30349",1688285
p1656429,ATL00973,4504,164 Springvalley Cir,"164 Springvalley Cir, Stockbridge, GA, 30281",1688286
p1656430,ATL00974,4505,536 Oakview Dr,"536 Oakview Dr, Stockbridge, GA, 30281",1688287
p1656431,ATL00975,4506,311 Conner Dr,"311 Conner Dr, Villa Rica, GA, 30180",1688288
p1656432,ATL00976,4507,524 Bentley Way,"524 Bentley Way, McDonough, GA, 30252",1688289
p1656433,ATL00977,4508,896 Valtek Court,"896 Valtek Court, Suwanee, GA, 30024",1688290
p1656434,ATL00978,4509,777 Valtek Court,"777 Valtek Court, Suwanee, GA, 30024",1688291
p1656435,ATL00979,4510,767 Valtek Court,"767 Valtek Court, Suwanee, GA, 30024",1688292
p1656436,ATL00980,4511,757 Valtek Court,"757 Valtek Court, Suwanee, GA, 30024",1688293
p1656437,ATL00981,4512,787 Valtek Court,"787 Valtek Court, Suwanee, GA, 30024",1688294
p1656438,ATL00982,4513,926 Valtek Court,"926 Valtek Court, Suwanee, GA, 30024",1688295
p1656439,ATL00983,4514,916 Valtek Court,"916 Valtek Court, Suwanee, GA, 30024",1688296
p1656440,ATL00984,4515,906 Valtek Court,"906 Valtek Court, Suwanee, GA, 30024",1688297
p1656441,ATL00985,4516,3807 Rosebud Park Dr,"3807 Rosebud Park Dr, Snellville, GA, 30039",1688298
p1656442,ATL00986,4517,310 Fieldview Ln,"310 Fieldview Ln, Covington, GA, 30016",1688299
p1656443,ATL00987,4518,5248 Katherine Village Dr,"5248 Katherine Village Dr, Ellenwood, GA, 30294",1688300
p1656444,ATL00988,4519,517 Ashton Manor Dr,"517 Ashton Manor Dr, Loganville, GA, 30052",1688301
p1656445,ATL00989,4520,3319 Woodrock Ln,"3319 Woodrock Ln, Snellville, GA, 30078",1688302
p1656446,ATL00990,4521,2373 Bigwood Trl,"2373 Bigwood Trl, Atlanta, GA, 30349",1688303
p1656447,ATL00991,4522,85 Granite Way,"85 Granite Way, Newnan, GA, 30265",1688304
p1656448,ATL00992,4523,52 Legend Creek Run,"52 Legend Creek Run, Douglasville, GA, 30134",1688305
p1656449,ATL00993,4524,5029 Wolfcreek Hill,"5029 Wolfcreek Hill, College Park, GA, 30349",1688306
p1656450,ATL00994,4525,101 Crestview Wy,"101 Crestview Wy, Dallas, GA, 30132",1688307
p1656451,ATL00995,4526,103 Crestview Way,"103 Crestview Way, Dallas, GA, 30132",1688308
p1656452,ATL00996,4527,105 Crestview Way,"105 Crestview Way, Dallas, GA, 30132",1688309
p1656453,ATL00997,4528,107 Crestview Way,"107 Crestview Way, Dallas, GA, 30132",1688310
p1656454,ATL00998,4529,109 Crestview Way,"109 Crestview Way, Dallas, GA, 30132",1688311
p1656455,ATL00999,4530,111 Crestview Way,"111 Crestview Way, Dallas, GA, 30132",1688312
p1656456,ATL01000,4531,113 Crestview Way,"113 Crestview Way, Dallas, GA, 30132",1688313
p1656457,ATL01001,4532,115 Crestview Way,"115 Crestview Way, Dallas, GA, 30132",1688314
p1656458,ATL01002,4533,117 Crestview Way,"117 Crestview Way, Dallas, GA, 30132",1688315
p1656459,ATL01003,4534,110 Crestview Way,"110 Crestview Way, Dallas, GA, 30132",1688316
p1656460,ATL01004,4535,108 Crestview Way,"108 Crestview Way, Dallas, GA, 30132",1688317
p1656461,ATL01005,4536,106 Crestview Way,"106 Crestview Way, Dallas, GA, 30132",1688318
p1656462,ATL01006,4537,104 Crestview Way,"104 Crestview Way, Dallas, GA, 30132",1688319
p1656463,ATL01007,4538,102 Crestview Way,"102 Crestview Way, Dallas, GA, 30132",1688320
p1656464,ATL01008,4539,100 Crestview Way,"100 Crestview Way, Dallas, GA, 30132",1688321
p1656465,ATL01009,4540,119 Crestview Way,"119 Crestview Way, Dallas, GA, 30132",1688322
p1656466,ATL01010,4541,121 Crestview Way,"121 Crestview Way, Dallas, GA, 30132",1688323
p1656467,ATL01011,4542,123 Crestview Way,"123 Crestview Way, Dallas, GA, 30132",1688324
p1656468,ATL01012,4543,125 Crestview Way,"125 Crestview Way, Dallas, GA, 30132",1688325
p1656469,ATL01013,4544,127 Crestview Way,"127 Crestview Way, Dallas, GA, 30132",1688326
p1656470,ATL01014,4545,129 Crestview Way,"129 Crestview Way, Dallas, GA, 30132",1688327
p1656471,ATL01015,4546,131 Crestview Way,"131 Crestview Way, Dallas, GA, 30132",1688328
p1656472,ATL01016,4547,133 Crestview Way,"133 Crestview Way, Dallas, GA, 30132",1688329
p1656473,ATL01017,4548,126 Crestview Way,"126 Crestview Way, Dallas, GA, 30132",1688330
p1656474,ATL01018,4549,124 Crestview Way,"124 Crestview Way, Dallas, GA, 30132",1688331
p1656475,ATL01019,4550,122 Crestview Way,"122 Crestview Way, Dallas, GA, 30132",1688332
p1656476,ATL01020,4551,120 Crestview Way,"120 Crestview Way, Dallas, GA, 30132",1688333
p1656477,ATL01021,4552,118 Crestview Way,"118 Crestview Way, Dallas, GA, 30132",1688334
p1656478,ATL01022,4553,116 Crestview Way,"116 Crestview Way, Dallas, GA, 30132",1688335
p1656479,ATL01023,4554,114 Crestview Way,"114 Crestview Way, Dallas, GA, 30132",1688336
p1656480,ATL01024,4555,112 Crestview Way,"112 Crestview Way, Dallas, GA, 30132",1688337
p1656481,ATL01025,4556,201 Crestview Way,"201 Crestview Way, Dallas, GA, 30132",1688338
p1656482,ATL01026,4557,203 Crestview Way,"203 Crestview Way, Dallas, GA, 30132",1688339
p1656483,ATL01027,4558,205 Crestview Way,"205 Crestview Way, Dallas, GA, 30132",1688340
p1656484,ATL01028,4559,207 Crestview Way,"207 Crestview Way, Dallas, GA, 30132",1688341
p1656485,ATL01029,4560,209 Crestview Way,"209 Crestview Way, Dallas, GA, 30132",1688342
p1656486,ATL01030,4561,211 Crestview Way,"211 Crestview Way, Dallas, GA, 30132",1688343
p1656487,ATL01031,4562,213 Crestview Way,"213 Crestview Way, Dallas, GA, 30132",1688344
p1656488,ATL01032,4563,215 Crestview Way,"215 Crestview Way, Dallas, GA, 30132",1688345
p1656489,ATL01033,4564,217 Crestview Way,"217 Crestview Way, Dallas, GA, 30132",1688346
p1656490,ATL01034,4565,219 Crestview Way,"219 Crestview Way, Dallas, GA, 30132",1688347
p1656491,ATL01035,4566,212 Crestview Way,"212 Crestview Way, Dallas, GA, 30132",1688348
p1656492,ATL01036,4567,210 Crestview Way,"210 Crestview Way, Dallas, GA, 30132",1688349
p1656493,ATL01037,4568,208 Crestview Way,"208 Crestview Way, Dallas, GA, 30132",1688350
p1656494,ATL01038,4569,206 Crestview Way,"206 Crestview Way, Dallas, GA, 30132",1688351
p1656495,ATL01039,4570,204 Crestview Way,"204 Crestview Way, Dallas, GA, 30132",1688352
p1656496,ATL01040,4571,202 Crestview Way,"202 Crestview Way, Dallas, GA, 30132",1688353
p1656497,ATL01041,4572,200 Crestview Way,"200 Crestview Way, Dallas, GA, 30132",1688354
p1656498,ATL01042,4573,221 Crestview Way,"221 Crestview Way, Dallas, GA, 30132",1688355
p1656499,ATL01043,4574,223 Crestview Way,"223 Crestview Way, Dallas, GA, 30132",1688356
p1656500,ATL01044,4575,225 Crestview Way,"225 Crestview Way, Dallas, GA, 30132",1688357
p1656501,ATL01045,4576,227 Crestview Way,"227 Crestview Way, Dallas, GA, 30132",1688358
p1656502,ATL01046,4577,229 Crestview Way,"229 Crestview Way, Dallas, GA, 30132",1688359
p1656503,ATL01047,4578,231 Crestview Way,"231 Crestview Way, Dallas, GA, 30132",1688360
p1656504,ATL01048,4579,233 Crestview Way,"233 Crestview Way, Dallas, GA, 30132",1688361
p1656505,ATL01049,4580,235 Crestview Way,"235 Crestview Way, Dallas, GA, 30132",1688362
p1656506,ATL01050,4581,237 Crestview Way,"237 Crestview Way, Dallas, GA, 30132",1688363
p1656507,ATL01051,4582,224 Crestview Way,"224 Crestview Way, Dallas, GA, 30132",1688364
p1656508,ATL01052,4583,222 Crestview Way,"222 Crestview Way, Dallas, GA, 30132",1688365
p1656509,ATL01053,4584,220 Crestview Way,"220 Crestview Way, Dallas, GA, 30132",1688366
p1656510,ATL01054,4585,218 Crestview Way,"218 Crestview Way, Dallas, GA, 30132",1688367
p1656511,ATL01055,4586,216 Crestview Way,"216 Crestview Way, Dallas, GA, 30132",1688368
p1656512,ATL01056,4587,214 Crestview Way,"214 Crestview Way, Dallas, GA, 30132",1688369
p1656513,ATL01057,4588,3876 Welham Green Ct,"3876 Welham Green Ct, Douglasville, GA, 30135",1688370
p1656514,ATL01058,4589,101 Kensington Trce,"101 Kensington Trce, Bethlehem, GA, 30620",1688371
p1656515,ATL01059,4590,3892 Augustine Pl,"3892 Augustine Pl, Rex, GA, 30273",1688372
p1656516,ATL01060,4591,6236 Colonial View,"6236 Colonial View, Fairburn, GA, 30213",1688373
p1656517,ATL01061,4592,3276 Owens Meadow Ln,"3276 Owens Meadow Ln, Kennesaw, GA, 30152",1688374
p1656518,ATL01062,4593,1780 Graystone Dr,"1780 Graystone Dr, Hampton, GA, 30228",1688375
p1656519,ATL01063,4594,3801 Wexford Dr,"3801 Wexford Dr, Douglasville, GA, 30134",1688376
p1656520,ATL01064,4595,10545 Sourwood Ct,"10545 Sourwood Ct, Jonesboro, GA, 30238",1688377
p1656521,ATL01065,4596,40 Stone Creek Dr,"40 Stone Creek Dr, Covington, GA, 30016",1688378
p1656522,ATL01066,4597,3055 Broadleaf Trail Rd,"3055 Broadleaf Trail Rd, Fairburn, GA, 30213",1688379
p1656523,ATL01067,4598,4573 Parkway Cir,"4573 Parkway Cir, Atlanta, GA, 30349",1688380
p1656524,ATL01068,4599,4465 SE Jackam Ridge Ct,"4465 SE Jackam Ridge Ct, Lithonia, GA, 30038",1688381
p1656525,ATL01069,4600,924 Brisley Cir,"924 Brisley Cir, Hampton, GA, 30228",1688382
p1656526,ATL01070,4601,3782 Soapstone Rd,"3782 Soapstone Rd, Decatur, GA, 30034",1688383
p1656527,ATL01071,4602,125 Windflower Way,"125 Windflower Way, Acworth, GA, 30102",1688384
p1656528,ATL01072,4603,127 Windflower Way,"127 Windflower Way, Acworth, GA, 30102",1688385
p1656529,ATL01073,4604,135 Windflower Way,"135 Windflower Way, Acworth, GA, 30102",1688386
p1656530,ATL01074,4605,129 Windflower Way,"129 Windflower Way, Acworth, GA, 30102",1688387
p1656531,ATL01075,4606,137 Windflower Way,"137 Windflower Way, Acworth, GA, 30102",1688388
p1656532,ATL01076,4607,131 Windflower Way,"131 Windflower Way, Acworth, GA, 30102",1688389
p1656533,ATL01077,4608,139 Windflower Way,"139 Windflower Way, Acworth, GA, 30102",1688390
p1656534,ATL01078,4609,2790 Maple Grove Dr,"2790 Maple Grove Dr, Rex, GA, 30273",1688391
p1656535,ATL01079,4610,112 Cedar Ridge Rd,"112 Cedar Ridge Rd, Locust Grove, GA, 30248",1688392
p1656536,ATL01080,4611,6445 Emerald Pointe Circle,"6445 Emerald Pointe Circle, College Park, GA, 30349",1688393
p1656537,ATL01081,4612,151 Wakefield Dr,"151 Wakefield Dr, Newnan, GA, 30265",1688394
p1656538,ATL01082,4613,101 Bond Lake Dr,"101 Bond Lake Dr, Ellenwood, GA, 30294",1688395
p1656539,ATL01083,4614,133 Windflower Way,"133 Windflower Way, Acworth, GA, 30102",1688396
p1656540,ATL01084,4615,4520 Forrest Bend Ct,"4520 Forrest Bend Ct, Snellville, GA, 30039",1688397
p1656541,ATL01085,4616,3091 Dowry Dr,"3091 Dowry Dr, Lawrenceville, GA, 30044",1688398
p1656542,ATL01086,4617,6742 Dorsett Shoals Rd,"6742 Dorsett Shoals Rd, Douglasville, GA, 30135",1688399
p1656543,ATL01087,4618,7126 Crystal Creek Pl,"7126 Crystal Creek Pl, Douglasville, GA, 30134",1688400
p1656544,ATL01088,4619,312 Freedom Dr,"312 Freedom Dr, Dallas, GA, 30157",1688401
p1656545,ATL01089,4620,640 Sheffield Ct,"640 Sheffield Ct, Villa Rica, GA, 30180",1688402
